Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
8379,Soviet Union,Syria,P-15,anti-ship missile,Missiles,1965,Yes,75,Yes,1966,No,New,0.6,0.6,45,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1967,Yes,New,0.04,0.04,8,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1968,Yes,New,0.04,0.04,8,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1969,Yes,New,0.04,0.04,8,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1970,Yes,New,0.04,0.04,8,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1971,Yes,New,0.04,0.04,8,No
8380,Soviet Union,Syria,K-13A,short-range air-to-air missile,Missiles,1967,Yes,200,Yes,1972,Yes,New,0.04,0.04,8,No
8382,Soviet Union,Syria,P-15,anti-ship missile,Missiles,1962,Yes,20,Yes,1963,No,New,0.6,0.6,12,No
8383,Soviet Union,Syria,Mi-8T,transport helicopter,Aircraft,1973,Yes,15,Yes,1973,No,New,6,6,90,No
8384,Soviet Union,Syria,Su-7B,FGA aircraft,Aircraft,1973,Yes,25,Yes,1973,Yes,Second hand,6.25,2.5,62.5,No
8386,Soviet Union,Syria,MiG-21MF,fighter aircraft,Aircraft,1973,Yes,40,Yes,1973,No,New,10.7,10.7,428,No
8386,Soviet Union,Syria,MiG-21MF,fighter aircraft,Aircraft,1973,Yes,46,Yes,1974,No,New,10.7,10.7,492.2,No
8388,United Kingdom,Syria,B-206,light transport aircraft,Aircraft,1968,Yes,1,Yes,1969,Yes,New,0.75,0.75,0.75,No
8389,Soviet Union,Syria,MiG-21F,fighter aircraft,Aircraft,1967,Yes,25,Yes,1970,No,New,9,9,225,No
8389,Soviet Union,Syria,MiG-21F,fighter aircraft,Aircraft,1967,Yes,20,Yes,1971,No,New,9,9,180,No
8389,Soviet Union,Syria,MiG-21F,fighter aircraft,Aircraft,1967,Yes,25,Yes,1969,No,New,9,9,225,No
8389,Soviet Union,Syria,MiG-21F,fighter aircraft,Aircraft,1967,Yes,40,Yes,1967,No,New,9,9,360,No
8389,Soviet Union,Syria,MiG-21F,fighter aircraft,Aircraft,1967,Yes,25,Yes,1968,No,New,9,9,225,No
8390,Soviet Union,Syria,Il-28,bomber aircraft,Aircraft,1964,Yes,7,No,1965,Yes,Second hand,7.2,2.88,20.16,No
8391,Soviet Union,Syria,Mi-4,helicopter,Aircraft,1957,Yes,10,No,1958,Yes,New,1.88,1.88,18.8,No
8381,Soviet Union,Syria,K-13M,short-range air-to-air missile,Missiles,1977,Yes,130,Yes,1977,Yes,New,0.07,0.07,9.1,No
8381,Soviet Union,Syria,K-13M,short-range air-to-air missile,Missiles,1977,Yes,130,Yes,1978,Yes,New,0.07,0.07,9.1,No
8381,Soviet Union,Syria,K-13M,short-range air-to-air missile,Missiles,1977,Yes,130,Yes,1979,Yes,New,0.07,0.07,9.1,No
8381,Soviet Union,Syria,K-13M,short-range air-to-air missile,Missiles,1977,Yes,130,Yes,1980,Yes,New,0.07,0.07,9.1,No
8381,Soviet Union,Syria,K-13M,short-range air-to-air missile,Missiles,1977,Yes,130,Yes,1981,Yes,New,0.07,0.07,9.1,No
8842,Soviet Union,Syria,MiG-15UTI,(armed) trainer aircraft,Aircraft,1955,No,3,Yes,1955,No,New,3,3,9,No
8842,Soviet Union,Syria,MiG-15UTI,(armed) trainer aircraft,Aircraft,1955,No,3,Yes,1956,No,New,3,3,9,No
11638,Egypt,Syria,MiG-17,fighter aircraft,Aircraft,1965,Yes,5,Yes,1966,No,Second hand,3.5,1.4,7,No
11639,Egypt,Syria,MiG-15,fighter aircraft,Aircraft,1965,Yes,5,Yes,1966,No,Second hand,3.4,1.36,6.8,No
14156,Soviet Union,Syria,9M37,SAM,Missiles,1984,Yes,750,Yes,1985,Yes,New,0.06,0.06,45,No
14156,Soviet Union,Syria,9M37,SAM,Missiles,1984,Yes,750,Yes,1986,Yes,New,0.06,0.06,45,No
14159,Soviet Union,Syria,MiG-29,fighter aircraft,Aircraft,1984,Yes,24,Yes,1987,No,New,20.65,20.65,495.6,No
14159,Soviet Union,Syria,MiG-29,fighter aircraft,Aircraft,1984,Yes,24,Yes,1988,No,New,20.65,20.65,495.6,No
15423,Soviet Union,Syria,P-15M,anti-ship missile,Missiles,1982,Yes,15,Yes,1982,Yes,New,0.75,0.75,11.25,No
15423,Soviet Union,Syria,P-15M,anti-ship missile,Missiles,1982,Yes,15,Yes,1984,Yes,New,0.75,0.75,11.25,No
15654,Soviet Union,Syria,ZSU-57,self-propelled anti-aircraft gun,Air-defence systems,1966,Yes,100,Yes,1967,No,Second hand,1.2,0.48,48,No
15654,Soviet Union,Syria,ZSU-57,self-propelled anti-aircraft gun,Air-defence systems,1966,Yes,50,Yes,1968,No,Second hand,1.2,0.48,24,No
15654,Soviet Union,Syria,ZSU-57,self-propelled anti-aircraft gun,Air-defence systems,1966,Yes,50,Yes,1972,No,Second hand,1.2,0.48,24,No
15654,Soviet Union,Syria,ZSU-57,self-propelled anti-aircraft gun,Air-defence systems,1966,Yes,50,Yes,1973,No,Second hand,1.2,0.48,24,No
15658,Soviet Union,Syria,SM-4-1B 130mm,towed gun,Artillery,1973,Yes,18,Yes,1974,Yes,Second hand,0.65,0.26,4.68,No
15658,Soviet Union,Syria,SM-4-1B 130mm,towed gun,Artillery,1973,Yes,18,Yes,1975,Yes,Second hand,0.65,0.26,4.68,No
15660,Soviet Union,Syria,A-19 122mm,towed gun,Artillery,1966,Yes,100,Yes,1967,Yes,Second hand,0.4,0.16,16,No
15660,Soviet Union,Syria,A-19 122mm,towed gun,Artillery,1966,Yes,100,Yes,1968,Yes,Second hand,0.4,0.16,16,No
15660,Soviet Union,Syria,A-19 122mm,towed gun,Artillery,1966,Yes,100,Yes,1969,Yes,Second hand,0.4,0.16,16,No
15664,Soviet Union,Syria,ISU-122 122mm,self-propelled gun,Artillery,1966,Yes,50,Yes,1967,Yes,Second hand,0.65,0.26,13,No
15667,Soviet Union,Syria,BTR-60PB,armoured personnel carrier,Armoured vehicles,1973,Yes,200,Yes,1973,Yes,New,0.25,0.25,50,No
15667,Soviet Union,Syria,BTR-60PB,armoured personnel carrier,Armoured vehicles,1973,Yes,150,Yes,1974,Yes,New,0.25,0.25,37.5,No
15667,Soviet Union,Syria,BTR-60PB,armoured personnel carrier,Armoured vehicles,1973,Yes,150,Yes,1975,Yes,New,0.25,0.25,37.5,No
15668,Soviet Union,Syria,BRDM-2 ATK,tank destroyer,Armoured vehicles,1968,Yes,50,Yes,1969,Yes,New,0.8,0.8,40,No
15668,Soviet Union,Syria,BRDM-2 ATK,tank destroyer,Armoured vehicles,1968,Yes,50,Yes,1970,Yes,New,0.8,0.8,40,No
15668,Soviet Union,Syria,BRDM-2 ATK,tank destroyer,Armoured vehicles,1968,Yes,50,Yes,1971,Yes,New,0.8,0.8,40,No
15668,Soviet Union,Syria,BRDM-2 ATK,tank destroyer,Armoured vehicles,1968,Yes,50,Yes,1972,Yes,New,0.8,0.8,40,No
15669,Soviet Union,Syria,T-55,tank,Armoured vehicles,1978,Yes,200,Yes,1979,No,New,1.25,1.25,250,No
15669,Soviet Union,Syria,T-55,tank,Armoured vehicles,1978,Yes,200,Yes,1980,No,New,1.25,1.25,250,No
15669,Soviet Union,Syria,T-55,tank,Armoured vehicles,1978,Yes,200,Yes,1981,No,New,1.25,1.25,250,No
15671,Soviet Union,Syria,T-34-85,tank,Armoured vehicles,1973,No,50,Yes,1973,Yes,Second hand,0.95,0.38,19,No
15671,Soviet Union,Syria,T-34-85,tank,Armoured vehicles,1973,No,50,Yes,1974,Yes,Second hand,0.95,0.38,19,No
15672,Soviet Union,Syria,9P117 Uragan,surface-to-surface missile launcher,Artillery,1973,Yes,18,Yes,1974,No,New,1,1,18,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1980,Yes,New,1,1,6,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1981,Yes,New,1,1,6,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1982,Yes,New,1,1,6,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1983,Yes,New,1,1,6,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1984,Yes,New,1,1,6,No
15674,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1978,No,6,Yes,1985,Yes,New,1,1,6,No
15675,Soviet Union,Syria,9K31,mobile SAM system,Air-defence systems,1974,No,4,Yes,1975,Yes,New,1,1,4,No
15676,Soviet Union,Syria,Kvadrat SAMS,SAM system,Air-defence systems,1973,Yes,20,Yes,1973,Yes,New,17.5,17.5,350,No
15666,Soviet Union,Syria,BTR-50,armoured personnel carrier,Armoured vehicles,1973,Yes,200,Yes,1973,Yes,New,0.25,0.25,50,No
15666,Soviet Union,Syria,BTR-50,armoured personnel carrier,Armoured vehicles,1973,Yes,100,Yes,1974,Yes,New,0.25,0.25,25,No
15666,Soviet Union,Syria,BTR-50,armoured personnel carrier,Armoured vehicles,1973,Yes,100,Yes,1975,Yes,New,0.25,0.25,25,No
15679,Soviet Union,Syria,9P113,surface-to-surface missile launcher,Artillery,1972,Yes,6,Yes,1973,No,New,0.5,0.5,3,No
15663,Soviet Union,Syria,M-30 122mm,towed gun,Artillery,1965,Yes,50,Yes,1966,Yes,Second hand,0.45,0.18,9,No
15663,Soviet Union,Syria,M-30 122mm,towed gun,Artillery,1965,Yes,100,Yes,1967,Yes,Second hand,0.45,0.18,18,No
15663,Soviet Union,Syria,M-30 122mm,towed gun,Artillery,1965,Yes,100,Yes,1968,Yes,Second hand,0.45,0.18,18,No
15663,Soviet Union,Syria,M-30 122mm,towed gun,Artillery,1965,Yes,50,Yes,1969,Yes,Second hand,0.45,0.18,9,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,150,Yes,1973,No,Second hand,1.1,0.44,66,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,50,Yes,1974,No,Second hand,1.1,0.44,22,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,50,Yes,1975,No,Second hand,1.1,0.44,22,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,50,Yes,1976,No,Second hand,1.1,0.44,22,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,50,Yes,1977,No,Second hand,1.1,0.44,22,No
15670,Soviet Union,Syria,T-54,tank,Armoured vehicles,1973,No,50,Yes,1978,No,Second hand,1.1,0.44,22,No
15657,Soviet Union,Syria,D-1 152mm,towed gun,Artillery,1973,Yes,100,Yes,1974,No,Second hand,0.5,0.2,20,No
15657,Soviet Union,Syria,D-1 152mm,towed gun,Artillery,1973,Yes,50,Yes,1975,No,Second hand,0.5,0.2,10,No
15657,Soviet Union,Syria,D-1 152mm,towed gun,Artillery,1973,Yes,50,Yes,1976,No,Second hand,0.5,0.2,10,No
15665,Soviet Union,Syria,ISU-152 152mm,self-propelled gun,Artillery,1966,Yes,50,Yes,1967,Yes,Second hand,0.65,0.26,13,No
15662,Soviet Union,Syria,BS-3 100mm,towed gun,Artillery,1967,No,100,Yes,1967,Yes,Second hand,0.35,0.14,14,No
15662,Soviet Union,Syria,BS-3 100mm,towed gun,Artillery,1967,No,100,Yes,1968,Yes,Second hand,0.35,0.14,14,No
15662,Soviet Union,Syria,BS-3 100mm,towed gun,Artillery,1967,No,50,Yes,1969,Yes,Second hand,0.35,0.14,7,No
15662,Soviet Union,Syria,BS-3 100mm,towed gun,Artillery,1967,No,50,Yes,1970,Yes,Second hand,0.35,0.14,7,No
15659,Soviet Union,Syria,M-46 130mm,towed gun,Artillery,1973,Yes,215,Yes,1973,No,Second hand,0.65,0.26,55.9,No
15659,Soviet Union,Syria,M-46 130mm,towed gun,Artillery,1973,Yes,220,Yes,1974,Yes,Second hand,0.65,0.26,57.2,No
15659,Soviet Union,Syria,M-46 130mm,towed gun,Artillery,1973,Yes,215,Yes,1975,Yes,Second hand,0.65,0.26,55.9,No
15684,Soviet Union,Syria,Project-226E,signals intelligence ship,Ships,1984,Yes,1,No,1985,No,New,21,21,21,No
15687,Soviet Union,Syria,Project-183R,missile boat,Ships,1962,Yes,4,No,1963,No,Second hand,15,6,24,No
15689,Soviet Union,Syria,Project-205,missile boat,Ships,1965,Yes,8,No,1966,No,New,42.5,42.5,340,No
15690,Poland,Syria,Project-771,landing ship,Ships,1983,Yes,1,No,1984,No,Second hand,20,8,8,No
15690,Poland,Syria,Project-771,landing ship,Ships,1983,Yes,2,No,1985,No,Second hand,20,8,16,No
15691,Soviet Union,Syria,Project-159,corvette,Ships,1974,Yes,2,No,1975,No,New,55,55,110,No
15693,Soviet Union,Syria,An-24,transport aircraft,Aircraft,1973,Yes,2,Yes,1974,Yes,New,7.5,7.5,15,No
15694,Soviet Union,Syria,An-26,transport aircraft,Aircraft,1977,Yes,2,Yes,1980,Yes,New,8.5,8.5,17,No
15694,Soviet Union,Syria,An-26,transport aircraft,Aircraft,1977,Yes,2,Yes,1979,No,New,8.5,8.5,17,No
15697,Soviet Union,Syria,MiG-23ML,fighter aircraft,Aircraft,1982,No,20,No,1983,Yes,New,16,16,320,No
15697,Soviet Union,Syria,MiG-23ML,fighter aircraft,Aircraft,1982,No,20,Yes,1984,Yes,New,16,16,320,No
15697,Soviet Union,Syria,MiG-23ML,fighter aircraft,Aircraft,1982,No,10,Yes,1985,Yes,New,16,16,160,No
15698,Soviet Union,Syria,Mi-6,transport helicopter,Aircraft,1972,Yes,5,Yes,1972,Yes,New,18,18,90,No
15698,Soviet Union,Syria,Mi-6,transport helicopter,Aircraft,1972,Yes,5,Yes,1973,Yes,New,18,18,90,No
15701,United States,Syria,Meteor NF-11,fighter aircraft,Aircraft,1954,Yes,6,No,1954,No,Second hand,3.5,1.4,8.4,No
15705,Czechoslovakia,Syria,OT-64A,armoured personnel carrier,Armoured vehicles,1976,Yes,100,Yes,1979,Yes,New,0.3,0.3,30,No
15705,Czechoslovakia,Syria,OT-64A,armoured personnel carrier,Armoured vehicles,1976,Yes,100,Yes,1978,Yes,New,0.3,0.3,30,No
15705,Czechoslovakia,Syria,OT-64A,armoured personnel carrier,Armoured vehicles,1976,Yes,100,Yes,1977,Yes,New,0.3,0.3,30,No
15685,Soviet Union,Syria,Project-123,torpedo boat,Ships,1956,Yes,5,No,1957,No,Second hand,7,2.8,14,No
15685,Soviet Union,Syria,Project-123,torpedo boat,Ships,1956,Yes,3,No,1958,No,Second hand,7,2.8,8.4,No
15685,Soviet Union,Syria,Project-123,torpedo boat,Ships,1956,Yes,3,No,1959,No,Second hand,7,2.8,8.4,No
15685,Soviet Union,Syria,Project-123,torpedo boat,Ships,1956,Yes,2,No,1960,No,Second hand,7,2.8,5.6,No
15685,Soviet Union,Syria,Project-123,torpedo boat,Ships,1956,Yes,3,No,1961,No,Second hand,7,2.8,8.4,No
16624,Soviet Union,Syria,BM-24 240mm,multiple rocket launcher,Artillery,1967,Yes,100,Yes,1967,Yes,Second hand,0.45,0.18,18,No
16624,Soviet Union,Syria,BM-24 240mm,multiple rocket launcher,Artillery,1967,Yes,100,Yes,1968,Yes,Second hand,0.45,0.18,18,No
16624,Soviet Union,Syria,BM-24 240mm,multiple rocket launcher,Artillery,1967,Yes,100,Yes,1969,Yes,Second hand,0.45,0.18,18,No
16640,Soviet Union,Syria,BM-14 140mm,multiple rocket launcher,Artillery,1967,Yes,100,Yes,1967,Yes,Second hand,0.25,0.1,10,No
16640,Soviet Union,Syria,BM-14 140mm,multiple rocket launcher,Artillery,1967,Yes,50,Yes,1968,Yes,Second hand,0.25,0.1,5,No
16640,Soviet Union,Syria,BM-14 140mm,multiple rocket launcher,Artillery,1967,Yes,50,Yes,1969,Yes,Second hand,0.25,0.1,5,No
16661,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,50,Yes,1980,Yes,New,0.6,0.6,30,No
16661,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,50,Yes,1981,Yes,New,0.6,0.6,30,No
16661,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1979,Yes,50,Yes,1982,Yes,New,0.6,0.6,30,No
16662,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1972,Yes,100,Yes,1972,Yes,New,0.6,0.6,60,No
16662,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1972,Yes,100,Yes,1973,Yes,New,0.6,0.6,60,No
16663,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1967,Yes,50,Yes,1968,Yes,New,0.6,0.6,30,No
16663,Soviet Union,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1967,Yes,50,Yes,1969,Yes,New,0.6,0.6,30,No
17500,Soviet Union,Syria,9M38,SAM,Missiles,1983,No,400,Yes,1986,No,New,0.15,0.15,60,No
17501,Soviet Union,Syria,Buk-1M,SAM system,Air-defence systems,1983,No,4,Yes,1986,No,New,50,50,200,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,250,Yes,1969,Yes,New,0.01,0.01,2.5,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,250,Yes,1970,Yes,New,0.01,0.01,2.5,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,500,Yes,1971,Yes,New,0.01,0.01,5,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,1000,Yes,1972,Yes,New,0.01,0.01,10,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,2000,Yes,1973,Yes,New,0.01,0.01,20,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,2000,Yes,1974,Yes,New,0.01,0.01,20,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,2000,Yes,1975,Yes,New,0.01,0.01,20,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,1000,Yes,1976,Yes,New,0.01,0.01,10,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,500,Yes,1977,Yes,New,0.01,0.01,5,No
17532,Soviet Union,Syria,Malyutka,anti-tank missile,Missiles,1968,Yes,500,Yes,1978,Yes,New,0.01,0.01,5,No
17551,Soviet Union,Syria,Project-183R,missile boat,Ships,1974,No,3,No,1974,No,Second hand,15,6,18,No
17663,Soviet Union,Syria,Project-633,submarine,Ships,1984,Yes,3,No,1986,No,Second hand,48,19.2,57.6,No
17728,Soviet Union,Syria,Project-12650 Yakhont,minehunter,Ships,1985,Yes,1,No,1986,No,New,45,45,45,No
18229,Soviet Union,Syria,R-60,short-range air-to-air missile,Missiles,1986,Yes,500,Yes,1987,Yes,New,0.09,0.09,45,No
18229,Soviet Union,Syria,R-60,short-range air-to-air missile,Missiles,1986,Yes,500,Yes,1988,Yes,New,0.09,0.09,45,No
18220,Soviet Union,Syria,4K51 Rubezh,coastal defence system,Artillery,1984,Yes,3,Yes,1986,Yes,New,15,15,45,No
18220,Soviet Union,Syria,4K51 Rubezh,coastal defence system,Artillery,1984,Yes,3,Yes,1985,No,New,15,15,45,No
18221,Soviet Union,Syria,P-15M,anti-ship missile,Missiles,1984,Yes,75,Yes,1986,Yes,New,0.75,0.75,56.25,No
18221,Soviet Union,Syria,P-15M,anti-ship missile,Missiles,1984,Yes,75,Yes,1985,No,New,0.75,0.75,56.25,No
18352,Soviet Union,Syria,Strela-3,portable SAM,Missiles,1985,Yes,500,Yes,1987,No,New,0.06,0.06,30,No
18352,Soviet Union,Syria,Strela-3,portable SAM,Missiles,1985,Yes,500,Yes,1988,No,New,0.06,0.06,30,No
18352,Soviet Union,Syria,Strela-3,portable SAM,Missiles,1985,Yes,500,Yes,1989,No,New,0.06,0.06,30,No
18353,Soviet Union,Syria,R-27R/T,long-range air-to-air missile,Missiles,1986,Yes,100,Yes,1987,Yes,New,0.19,0.19,19,No
18353,Soviet Union,Syria,R-27R/T,long-range air-to-air missile,Missiles,1986,Yes,100,Yes,1988,Yes,New,0.19,0.19,19,No
18942,Soviet Union,Syria,Su-24,bomber aircraft,Aircraft,1988,Yes,20,Yes,1990,Yes,New,35,35,700,No
18946,Soviet Union,Syria,9M79 Tochka,surface-to-surface missile,Missiles,1987,Yes,50,Yes,1988,No,New,0.66,0.66,33,No
19213,Soviet Union,Syria,Mi-2,light helicopter,Aircraft,1981,Yes,10,Yes,1981,Yes,New,1.1,1.1,11,No
19213,Soviet Union,Syria,Mi-2,light helicopter,Aircraft,1981,Yes,10,Yes,1982,No,New,1.1,1.1,11,No
20146,Soviet Union,Syria,P-40,air-search radar,Sensors,1982,No,2,Yes,1983,No,New,8,8,16,No
20146,Soviet Union,Syria,P-40,air-search radar,Sensors,1982,No,2,Yes,1984,No,New,8,8,16,No
20147,Soviet Union,Syria,PRV-9,height-finding radar,Sensors,1982,No,1,Yes,1983,No,New,3.5,3.5,3.5,No
20147,Soviet Union,Syria,PRV-9,height-finding radar,Sensors,1982,No,1,Yes,1984,No,New,3.5,3.5,3.5,No
20980,Soviet Union,Syria,Ka-27PL,anti-submarine helicopter,Aircraft,1989,Yes,2,No,1990,No,New,17,17,34,No
20981,Soviet Union,Syria,Mi-14PL,anti-submarine helicopter,Aircraft,1984,Yes,10,Yes,1985,Yes,New,12,12,120,No
20981,Soviet Union,Syria,Mi-14PL,anti-submarine helicopter,Aircraft,1984,Yes,5,Yes,1984,Yes,New,12,12,60,No
21774,Soviet Union,Syria,Tochka TEL,surface-to-surface missile launcher,Artillery,1987,Yes,6,Yes,1988,No,New,1,1,6,No
23919,Soviet Union,Syria,P-35,anti-ship missile,Missiles,1986,No,90,Yes,1987,Yes,New,1.45,1.45,130.5,No
23920,Soviet Union,Syria,Redut,coastal defence system,Artillery,1986,No,6,Yes,1987,Yes,New,15,15,90,No
24089,France,Syria,AS-12,air-to-surface/anti-ship missile,Missiles,1975,No,300,Yes,1976,No,New,0.02,0.02,6,No
24089,France,Syria,AS-12,air-to-surface/anti-ship missile,Missiles,1975,No,350,Yes,1977,No,New,0.02,0.02,7,No
24089,France,Syria,AS-12,air-to-surface/anti-ship missile,Missiles,1975,No,300,Yes,1978,No,New,0.02,0.02,6,No
24088,France,Syria,SS-11,anti-tank missile,Missiles,1975,No,162,Yes,1976,No,New,0.01,0.01,1.62,No
24088,France,Syria,SS-11,anti-tank missile,Missiles,1975,No,162,Yes,1977,No,New,0.01,0.01,1.62,No
24088,France,Syria,SS-11,anti-tank missile,Missiles,1975,No,162,Yes,1978,No,New,0.01,0.01,1.62,No
24090,Soviet Union,Syria,Project-123,torpedo boat,Ships,1973,Yes,1,No,1974,No,Second hand,7,2.8,2.8,No
24230,Soviet Union,Syria,Burun,fire-control radar,Sensors,1973,Yes,6,Yes,1974,Yes,New,2,2,12,No
24230,Soviet Union,Syria,Burun,fire-control radar,Sensors,1973,Yes,6,Yes,1975,Yes,New,2,2,12,No
24231,Soviet Union,Syria,9P113,surface-to-surface missile launcher,Artillery,1978,Yes,6,No,1978,No,New,0.5,0.5,3,No
24232,Soviet Union,Syria,9P113,surface-to-surface missile launcher,Artillery,1973,Yes,6,No,1973,No,New,0.5,0.5,3,No
24307,Poland,Syria,MiG-21F,fighter aircraft,Aircraft,1973,No,12,No,1973,No,Second hand,9,3.6,43.2,No
25274,Soviet Union,Syria,Project-205,missile boat,Ships,1982,Yes,2,No,1982,No,Second hand,42.5,17,34,No
25274,Soviet Union,Syria,Project-205,missile boat,Ships,1982,Yes,2,No,1984,No,Second hand,42.5,17,34,No
26407,China,Syria,Type-63 107mm,multiple rocket launcher,Artillery,1981,Yes,25,Yes,1982,Yes,New,0.05,0.05,1.25,No
26407,China,Syria,Type-63 107mm,multiple rocket launcher,Artillery,1981,Yes,25,Yes,1983,Yes,New,0.05,0.05,1.25,No
26407,China,Syria,Type-63 107mm,multiple rocket launcher,Artillery,1981,Yes,25,Yes,1984,Yes,New,0.05,0.05,1.25,No
26407,China,Syria,Type-63 107mm,multiple rocket launcher,Artillery,1981,Yes,25,Yes,1985,Yes,New,0.05,0.05,1.25,No
26411,North Korea,Syria,Type-63 107mm,multiple rocket launcher,Artillery,1981,Yes,10,Yes,1982,Yes,New,0.05,0.05,0.5,No
26424,North Korea,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1981,Yes,10,Yes,1981,Yes,New,0.6,0.6,6,No
26424,North Korea,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1981,Yes,15,Yes,1982,Yes,New,0.6,0.6,9,No
26424,North Korea,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1981,Yes,15,Yes,1983,Yes,New,0.6,0.6,9,No
26424,North Korea,Syria,BM-21 122mm,multiple rocket launcher,Artillery,1981,Yes,10,Yes,1984,Yes,New,0.6,0.6,6,No
28390,United Kingdom,Syria,Shorland,armoured personnel carrier,Armoured vehicles,1982,Yes,4,Yes,1982,No,New,0.1,0.1,0.4,No
28990,Soviet Union,Syria,5N69 Salute,air-search radar,Sensors,1982,No,1,Yes,1982,Yes,New,7,7,7,No
28990,Soviet Union,Syria,5N69 Salute,air-search radar,Sensors,1982,No,1,Yes,1983,Yes,New,7,7,7,No
28990,Soviet Union,Syria,5N69 Salute,air-search radar,Sensors,1982,No,1,Yes,1984,Yes,New,7,7,7,No
28990,Soviet Union,Syria,5N69 Salute,air-search radar,Sensors,1982,No,1,Yes,1985,Yes,New,7,7,7,No
29195,Hungary,Syria,MiG-21F,fighter aircraft,Aircraft,1973,Yes,10,No,1973,No,Second hand,9,3.6,36,No
29284,Soviet Union,Syria,M-240 240mm,mortar,Artillery,1980,Yes,8,Yes,1981,Yes,New,0.6,0.6,4.8,No
29393,Soviet Union,Syria,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,50,Yes,1987,Yes,New,0.9,0.9,45,No
29393,Soviet Union,Syria,BMP-2,infantry fighting vehicle,Armoured vehicles,1987,Yes,50,Yes,1988,Yes,New,0.9,0.9,45,No
64910,Czechoslovakia,Syria,StuG-3G,tank destroyer,Armoured vehicles,1955,No,12,No,1955,No,Second hand,0.7,0.28,3.36,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,100,Yes,1969,Yes,New,0.15,0.15,15,No
